Week End Date,Store No,Product,Dollar Sales,Unit Sales,UPC ID,Geography
12/28/2022,361,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,28,12,00006700011665,Store 361
12/7/2022,675,Cocacola Diet 355Ml 355 Ml,28,12,00006700001928,Store 675
12/21/2022,659,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 659
9/28/2022,627,Big8 Sparkling Water 2L 2000 Ml,28,12,00006448001116,Store 627
9/28/2022,549,Redchamp Soft Drink 591 Ml,28,12,00077240316101,Store 549
12/21/2022,680,Stewarts Soda Root Beer 355 Ml,28,12,00009879401050,Store 680
10/19/2022,683,Big8 Sparkling Water 2L 2000 Ml,28,12,00006448001116,Store 683
10/5/2022,657,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 657
10/5/2022,627,Grace Soda Cream Soda 355 Ml,28,12,00005527085234,Store 627
10/5/2022,613,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 613
12/28/2022,674,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 674
12/28/2022,410,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 410
12/28/2022,404,Grtgentm Water Tonic 1500 Ml,28,12,00005578901973,Store 404
12/28/2022,690,Stewarts Soda Root Beer 355 Ml,28,12,00009879401050,Store 690
12/28/2022,683,Big8 Soda Orange 355 Ml,28,12,00006448001302,Store 683
12/28/2022,371,Stewarts Soda Root Beer 355 Ml,28,12,00009879401050,Store 371
9/28/2022,343,Stewarts Soda Root Beer 355 Ml,28,12,00009879401050,Store 343
12/21/2022,680,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 680
12/21/2022,662,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 662
12/21/2022,630,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 630
12/21/2022,534,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 534
10/5/2022,384,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 384
12/28/2022,677,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 677
12/28/2022,581,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 581
12/28/2022,384,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 384
9/28/2022,599,Cott Cola Csd 8X2L 2000 Ml,28,12,00006150011983,Store 599
12/21/2022,509,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 509
12/21/2022,260,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 260
12/21/2022,110,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 110
12/21/2022,49,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 49
12/21/2022,42,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 42
12/21/2022,10,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 10
10/12/2022,773,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 773
10/12/2022,298,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 298
10/12/2022,272,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 272
10/12/2022,253,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 253
10/12/2022,201,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 201
10/12/2022,148,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 148
10/12/2022,124,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 124
10/12/2022,116,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 116
10/12/2022,49,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 49
10/12/2022,39,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 39
10/12/2022,4,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 4
9/28/2022,806,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 806
9/28/2022,509,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 509
9/28/2022,314,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 314
9/28/2022,293,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 293
9/28/2022,214,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 214
9/28/2022,212,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 212
9/28/2022,206,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 206
9/28/2022,201,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 201
9/28/2022,56,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 56
9/28/2022,44,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 44
9/28/2022,38,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 38
9/28/2022,20,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 20
12/7/2022,22,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 22
12/7/2022,18,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 18
12/14/2022,836,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 836
12/14/2022,773,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 773
12/14/2022,743,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 743
12/14/2022,337,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 337
12/14/2022,60,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 60
12/14/2022,27,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 27
12/14/2022,22,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 22
12/14/2022,20,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 20
12/14/2022,18,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 18
12/14/2022,17,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 17
10/26/2022,509,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 509
10/26/2022,331,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 331
10/26/2022,39,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 39
10/26/2022,25,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 25
10/26/2022,6,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 6
11/30/2022,337,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 337
10/19/2022,514,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 514
10/19/2022,503,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 503
10/19/2022,492,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 492
10/19/2022,316,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 316
10/19/2022,201,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 201
10/19/2022,157,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 157
10/19/2022,22,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 22
10/19/2022,8,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 8
10/19/2022,7,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 7
11/16/2022,819,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 819
11/16/2022,337,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 337
11/16/2022,314,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 314
11/16/2022,308,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 308
11/16/2022,269,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 269
11/16/2022,267,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 267
11/16/2022,141,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 141
11/16/2022,51,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 51
11/16/2022,32,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 32
11/9/2022,506,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 506
11/9/2022,323,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 323
11/9/2022,300,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 300
11/9/2022,291,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 291
11/9/2022,261,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 261
11/9/2022,253,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 253
11/9/2022,181,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 181
11/9/2022,124,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 124
11/9/2022,53,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 53
11/9/2022,22,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 22
11/9/2022,17,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 17
11/9/2022,16,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 16
11/2/2022,332,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 332
11/2/2022,151,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 151
11/2/2022,132,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 132
11/2/2022,85,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 85
11/2/2022,57,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 57
11/2/2022,49,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 49
11/2/2022,14,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 14
10/5/2022,492,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 492
10/5/2022,296,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 296
12/28/2022,785,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 785
12/28/2022,739,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 739
12/28/2022,151,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 151
12/28/2022,138,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 138
12/28/2022,105,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 105
12/28/2022,80,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 80
12/28/2022,78,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 78
12/28/2022,54,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 54
12/28/2022,27,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 27
12/28/2022,20,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 20
11/23/2022,831,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 831
11/23/2022,143,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 143
11/23/2022,132,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 132
12/21/2022,629,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 629
12/21/2022,625,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 625
12/21/2022,584,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 584
12/21/2022,410,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 410
10/12/2022,861,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 861
10/12/2022,625,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 625
10/12/2022,588,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 588
10/12/2022,576,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 576
10/12/2022,570,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 570
10/12/2022,347,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 347
9/28/2022,615,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 615
9/28/2022,576,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 576
9/28/2022,347,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 347
9/28/2022,341,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 341
12/14/2022,853,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 853
12/14/2022,696,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 696
12/14/2022,579,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 579
12/14/2022,541,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 541
12/14/2022,381,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 381
12/14/2022,377,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 377
11/9/2022,853,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 853
11/9/2022,667,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 667
11/9/2022,623,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 623
11/9/2022,617,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 617
11/9/2022,377,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 377
11/9/2022,347,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 347
11/2/2022,777,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 777
11/2/2022,534,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 534
11/2/2022,401,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 401
11/2/2022,341,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 341
11/2/2022,161,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 161
10/5/2022,861,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 861
10/5/2022,777,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 777
10/5/2022,726,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 726
10/5/2022,674,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 674
10/5/2022,358,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 358
10/5/2022,354,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 354
12/28/2022,757,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 757
12/28/2022,724,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 724
12/28/2022,711,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 711
12/28/2022,632,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 632
12/28/2022,589,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 589
12/28/2022,532,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 532
12/28/2022,487,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 487
12/28/2022,381,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 381
12/28/2022,351,Nestea Cool 4260 Ml,63.92,12,00008390001240,Store 351
12/21/2022,865,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 865
12/21/2022,824,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 824
12/21/2022,504,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 504
12/21/2022,320,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 320
12/21/2022,183,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 183
12/21/2022,66,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 66
12/21/2022,62,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 62
12/21/2022,46,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 46
12/21/2022,32,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 32
10/12/2022,716,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 716
10/12/2022,496,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 496
10/12/2022,495,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 495
10/12/2022,332,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 332
10/12/2022,253,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 253
10/12/2022,98,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 98
10/12/2022,54,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 54
10/12/2022,4,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 4
9/28/2022,825,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 825
9/28/2022,650,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 650
9/28/2022,510,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 510
9/28/2022,332,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 332
9/28/2022,296,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 296
9/28/2022,236,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 236
9/28/2022,206,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 206
9/28/2022,204,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 204
9/28/2022,98,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 98
9/28/2022,53,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 53
12/7/2022,181,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 181
12/7/2022,1,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 1
12/14/2022,716,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 716
12/14/2022,486,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 486
12/14/2022,228,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 228
12/14/2022,4,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 4
10/26/2022,830,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 830
10/26/2022,827,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 827
10/26/2022,744,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 744
10/26/2022,332,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 332
10/26/2022,275,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 275
10/26/2022,133,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 133
10/26/2022,104,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 104
10/26/2022,63,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 63
10/26/2022,15,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 15
11/30/2022,830,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 830
11/30/2022,758,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 758
10/19/2022,864,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 864
10/19/2022,761,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 761
10/19/2022,518,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 518
10/19/2022,516,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 516
10/19/2022,494,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 494
10/19/2022,275,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 275
10/19/2022,129,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 129
10/19/2022,54,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 54
11/16/2022,865,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 865
11/16/2022,495,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 495
11/16/2022,494,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 494
11/16/2022,257,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 257
11/16/2022,228,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 228
11/16/2022,220,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 220
11/16/2022,218,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 218
11/16/2022,159,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 159
11/16/2022,143,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 143
11/16/2022,134,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 134
11/16/2022,132,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 132
11/16/2022,127,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 127
11/16/2022,95,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 95
11/16/2022,12,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 12
11/9/2022,839,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 839
11/9/2022,831,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 831
11/9/2022,650,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 650
11/9/2022,529,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 529
11/9/2022,502,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 502
11/9/2022,228,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 228
11/9/2022,210,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 210
11/9/2022,89,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 89
11/9/2022,75,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 75
11/9/2022,63,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 63
11/2/2022,340,Vernors Gingerale 355Ml 12Pk 4260 Ml,63.92,12,00007143401153,Store 340
