Week End Date,Major Department Name,UPC,Product Name,Store Number,Store Name,Address,City,Province,Postal Code,Dollar Sales,Unit Sales,Promotion Type Code,Promotion Type Name
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-18,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2025-01-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-25,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-25,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-25,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-01-25,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,883001,Store 883001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,883001,Store 883001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1693001,Store 1693001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972023,Store 1972023,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-01-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1693001,Store 1693001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-02-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,883001,Store 883001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-02-07,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-02-14,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655010,Store 655010,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-06,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-15,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-13,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-13,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-13,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-13,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-13,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-20,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-20,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-20,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-20,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-29,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-29,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-03-29,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-27,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-27,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-27,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-03-27,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-05,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-05,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-05,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-12,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-12,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-12,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655010,Store 655010,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-12,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972023,Store 1972023,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-19,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655010,Store 655010,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-19,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-19,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-04-26,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972023,Store 1972023,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-04-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1709041,Store 1709041,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1693001,Store 1693001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-03,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2438052,Store 2438052,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1693001,Store 1693001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-01,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655010,Store 655010,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-10,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1972001,Store 1972001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-08,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073061,Store 2073061,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-17,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,1693001,Store 1693001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-24,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-22,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-22,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182002,Store 2182002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-22,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-22,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,655001,Store 655001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-05-31,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073061,Store 2073061,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-29,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,452001,Store 452001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-05-29,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2230001,Store 2230001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-06-07,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,16001,Store 16001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-06-07,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2073091,Store 2073091,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-06-07,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-06-05,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2813001,Store 2813001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2024-06-05,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2749001,Store 2749001,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-06-14,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2182008,Store 2182008,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
2023-06-14,GROCERY,00006540001160,7Up Zero 355Ml 12Pk 4260 Ml,2950002,Store 2950002,Unknown,Unknown,SK,Unknown,39.98,3,1,Regular
